Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/11/27, 08:10:01, 39.002247, -123.085892, 236.25,  432.00, 164, -2, 0.00, 1
2020/11/27, 08:19:59, 39.006317, -123.082901, 305.36,  23904.00, 34, 0, 521.16, 1
2020/11/27, 08:29:53, 39.006691, -123.081764, 329.97,  0.00, 330, 0, 106.68, 1
2020/11/27, 08:39:42, 39.006012, -123.082069, 324.32,  180.00, 141, 0, 79.97, 1
2020/11/27, 08:49:32, 39.003979, -123.081223, 306.94,  0.00, 287, 0, 237.59, 1
2020/11/27, 08:59:21, 39.003700, -123.081406, 254.33,  0.00, 167, 0, 34.82, 1
2020/11/27, 09:09:35, 39.004326, -123.083160, 397.18,  4320.00, 277, 0, 166.78, 1
2020/11/27, 09:21:36, 39.004326, -123.083160, 397.18,  4320.00, 277, 0, 0.00, 1
2020/11/27, 09:45:14, 39.004158, -123.085335, 278.94,  0.00, 239, 0, 188.87, 1
2020/11/27, 09:55:39, 39.002914, -123.086082, 248.78,  0.00, 356, 0, 152.65, 1
2020/11/27, 10:05:56, 39.002842, -123.085854, 245.09,  0.00, 8, 0, 21.27, 1
2020/11/27, 10:16:04, 39.002750, -123.085655, 245.95,  0.00, 55, 0, 20.01, 1
2020/11/27, 10:26:19, 39.002789, -123.085793, 224.47,  0.00, 158, 0, 12.69, 1
2020/11/27, 10:36:58, 39.002892, -123.085709, 221.82,  0.00, 186, 0, 13.56, 1
2020/11/27, 10:48:56, 39.002766, -123.085670, 236.10,  1080.00, 66, 0, 14.41, 1
2020/11/27, 11:03:38, 39.001675, -123.085632, 340.88,  1476.00, 69, 0, 121.36, 1
2020/11/27, 11:16:01, 39.001976, -123.085518, 358.41,  11700.00, 159, 0, 34.89, 1
2020/11/27, 11:30:34, 39.001728, -123.085800, 230.91,  108.00, 271, 0, 36.80, 1
2020/11/27, 11:48:24, 39.002121, -123.085686, 289.22,  684.00, 189, 0, 44.80, 1
2020/11/27, 11:58:35, 39.002045, -123.085632, 271.99,  0.00, 294, 0, 9.65, 1
2020/11/27, 12:08:49, 39.002048, -123.085617, 265.55,  0.00, 30, 0, 1.34, 1
2020/11/27, 12:18:56, 39.001884, -123.085503, 281.97,  0.00, 19, 0, 20.73, 1
2020/11/27, 12:29:05, 39.001595, -123.085251, 241.84,  0.00, 168, 0, 38.82, 1
2020/11/27, 12:39:16, 39.002022, -123.085777, 231.81,  0.00, 207, 0, 65.73, 1
2020/11/27, 12:49:30, 39.001934, -123.085701, 267.15,  0.00, 337, 0, 11.78, 1
2020/11/27, 12:59:50, 39.001957, -123.085869, 260.45,  144.00, 331, 0, 14.74, 1
2020/11/27, 13:10:21, 39.001839, -123.085739, 287.32,  648.00, 115, 0, 17.27, 1
2020/11/27, 13:21:03, 39.001770, -123.085266, 272.65,  4248.00, 332, 0, 41.59, 1
2020/11/27, 13:32:47, 39.001907, -123.085915, 263.24,  2124.00, 195, 0, 58.11, 1
2020/11/27, 13:46:03, 39.002033, -123.085800, 220.81,  1584.00, 181, 0, 17.18, 1
2020/11/27, 14:02:04, 39.002174, -123.085350, 277.96,  0.00, 159, 0, 41.93, 1
2020/11/27, 14:12:16, 39.002136, -123.085365, 270.49,  0.00, 353, 0, 4.42, 1
2020/11/27, 14:22:25, 39.001839, -123.085320, 226.37,  0.00, 195, 0, 33.25, 1
2020/11/27, 14:32:53, 39.001862, -123.085503, 257.95,  2196.00, 189, 0, 16.02, 1
2020/11/27, 14:45:28, 39.001991, -123.085663, 207.05,  0.00, 181, 0, 19.92, 1
2020/11/27, 14:56:02, 39.002106, -123.085548, 253.13,  936.00, 265, 0, 16.19, 1
2020/11/27, 15:08:50, 39.001961, -123.085724, 279.39,  0.00, 145, 0, 22.16, 1
2020/11/27, 15:18:58, 39.002048, -123.085693, 227.67,  0.00, 36, 0, 10.04, 1
2020/11/27, 15:29:00, 39.001945, -123.085869, 256.67,  0.00, 88, 0, 19.04, 1
2020/11/27, 15:39:04, 39.002007, -123.085709, 226.08,  0.00, 196, 0, 15.45, 1
2020/11/27, 15:49:06, 39.001938, -123.085945, 241.16,  0.00, 64, 0, 21.79, 1
2020/11/27, 15:59:09, 39.001976, -123.085854, 260.25,  864.00, 131, 0, 8.93, 1
2020/11/27, 16:09:25, 39.001690, -123.085732, 289.88,  4356.00, 8, 0, 33.50, 1
2020/11/27, 22:25:04, 39.001690, -123.085732, 289.88,  4356.00, 8, 0, 0.00, 1
2020/11/27, 22:37:38, 39.006886, -123.087608, 259.62,  324.00, 131, 0, 600.08, 1
2020/11/27, 22:47:59, 39.006615, -123.088013, 367.35,  1260.00, 74, 0, 46.18, 1
2020/11/27, 23:20:34, 39.001808, -123.085480, 289.63,  1008.00, 311, 0, 577.59, 1
2020/11/27, 23:47:35, 39.001888, -123.085663, 246.42,  3852.00, 176, 0, 18.14, 1
2020/11/28, 00:39:46, 39.001888, -123.085663, 246.42,  3852.00, 176, 0, 0.00, 1
2020/11/28, 00:51:20, 39.001774, -123.085548, 206.92,  0.00, 0, -4, 16.11, 1
