Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2021/01/11, 01:10:04, 39.002102, -123.085541, 231.01,  2556.00, 258, -2, 0.00, 1
2021/01/11, 01:54:01, 39.002102, -123.085541, 231.01,  5184.00, 129, 0, 0.00, 1
2021/01/11, 02:35:27, 39.002270, -123.085197, 302.27,  5544.00, 90, 0, 35.11, 1
2021/01/11, 03:27:07, 39.002087, -123.085670, 239.12,  8136.00, 358, 0, 45.66, 1
2021/01/11, 04:08:24, 39.002075, -123.085632, 252.43,  5040.00, 167, 0, 3.54, 1
2021/01/11, 04:18:37, 39.001118, -123.085426, 231.73,  3672.00, 159, 0, 107.89, 1
2021/01/11, 04:45:17, 39.001900, -123.085960, 251.82,  1332.00, 243, 0, 98.44, 1
2021/01/11, 04:55:44, 39.001125, -123.086281, 219.92,  0.00, 139, 0, 90.53, 1
2021/01/11, 05:06:18, 39.001999, -123.085793, 260.21,  2016.00, 248, 0, 105.94, 1
2021/01/11, 05:17:02, 39.002079, -123.085678, 275.67,  612.00, 232, 0, 13.34, 1
2021/01/11, 05:31:24, 39.002083, -123.085732, 232.25,  1044.00, 34, 0, 4.69, 1
2021/01/11, 05:41:49, 39.002243, -123.085754, 265.23,  0.00, 6, 0, 17.89, 1
2021/01/11, 05:52:39, 39.001984, -123.085907, 192.81,  3924.00, 283, 0, 31.69, 1
2021/01/11, 06:03:43, 39.002174, -123.085724, 242.59,  2304.00, 109, 0, 26.39, 1
2021/01/11, 06:13:46, 39.001869, -123.085114, 300.64,  540.00, 151, 0, 62.68, 1
2021/01/11, 06:23:48, 39.001736, -123.085747, 189.75,  0.00, 199, 0, 56.66, 1
2021/01/11, 06:33:53, 39.001850, -123.085663, 211.88,  0.00, 250, 0, 14.61, 1
2021/01/11, 06:44:00, 39.002285, -123.086075, 318.16,  10944.00, 166, 0, 60.06, 1
2021/01/11, 06:54:08, 39.000469, -123.085350, 322.23,  648.00, 0, 0, 211.43, 1
2021/01/11, 07:04:19, 39.001930, -123.085564, 219.97,  0.00, 193, 0, 163.50, 1
2021/01/11, 07:14:23, 39.001579, -123.085518, 256.40,  0.00, 173, 0, 39.23, 1
2021/01/11, 07:24:25, 39.001038, -123.085304, 259.08,  0.00, 0, 0, 62.93, 1
2021/01/11, 07:34:37, 39.001446, -123.085167, 287.10,  612.00, 296, 0, 46.89, 1
2021/01/11, 07:44:41, 39.001484, -123.085617, 292.58,  0.00, 85, 0, 39.11, 1
2021/01/11, 07:54:53, 39.001369, -123.085693, 345.38,  1188.00, 327, 0, 14.38, 1
2021/01/11, 08:05:25, 39.001541, -123.085503, 352.96,  540.00, 356, 0, 25.21, 1
2021/01/11, 08:16:13, 39.001358, -123.085602, 361.46,  936.00, 228, 0, 22.07, 1
2021/01/11, 08:28:50, 39.001736, -123.085175, 372.58,  5472.00, 153, 0, 55.93, 1
2021/01/11, 08:42:56, 39.001724, -123.085365, 343.94,  1332.00, 250, 0, 16.47, 1
2021/01/11, 08:58:35, 39.002110, -123.085243, 338.17,  1944.00, 23, 0, 44.20, 1
2021/01/11, 09:09:10, 39.001255, -123.085426, 258.39,  1296.00, 353, 0, 96.38, 1
2021/01/11, 09:24:10, 39.001575, -123.085403, 239.27,  1152.00, 343, 0, 35.64, 1
2021/01/11, 09:42:57, 39.001896, -123.085579, 256.70,  11196.00, 167, 0, 38.80, 1
2021/01/11, 09:53:02, 39.002163, -123.086105, 186.30,  0.00, 157, 0, 54.29, 1
2021/01/11, 10:03:44, 39.002258, -123.085609, 223.90,  3888.00, 328, 0, 44.14, 1
2021/01/11, 10:19:25, 39.002075, -123.085289, 225.02,  756.00, 325, 0, 34.33, 1
2021/01/11, 10:39:12, 39.001911, -123.085472, 190.14,  2232.00, 74, 0, 24.14, 1
2021/01/11, 10:59:16, 39.002205, -123.085663, 296.14,  0.00, 321, 0, 36.62, 1
2021/01/11, 11:09:32, 39.001789, -123.085716, 214.58,  1080.00, 192, 0, 46.48, 1
2021/01/11, 11:19:52, 39.001930, -123.085960, 212.14,  3420.00, 318, 0, 26.28, 1
2021/01/11, 11:32:25, 39.001671, -123.085815, 210.74,  504.00, 304, 0, 31.41, 1
2021/01/11, 11:47:59, 39.002388, -123.085297, 300.33,  1044.00, 322, 0, 91.43, 1
2021/01/11, 12:05:50, 39.002071, -123.085587, 329.20,  0.00, 255, 0, 43.25, 1
2021/01/11, 12:16:01, 39.002323, -123.085785, 324.33,  0.00, 5, 0, 32.83, 1
2021/01/11, 12:26:13, 39.002018, -123.085663, 309.01,  0.00, 205, 0, 35.52, 1
2021/01/11, 12:37:02, 39.001995, -123.085762, 303.34,  648.00, 336, 0, 8.93, 1
2021/01/11, 12:52:46, 39.002281, -123.085876, 306.87,  1044.00, 297, 0, 33.29, 1
2021/01/11, 13:24:11, 39.001766, -123.085457, 264.94,  1296.00, 294, 0, 67.75, 1
2021/01/11, 14:00:36, 39.001842, -123.085464, 202.80,  0.00, 15, 0, 8.47, 1
2021/01/11, 14:28:57, 39.001984, -123.085617, 237.10,  0.00, 201, 0, 20.59, 1
2021/01/11, 14:39:20, 39.002159, -123.086197, 140.38,  2880.00, 119, 0, 53.76, 1
2021/01/11, 14:57:45, 39.001900, -123.085670, 293.21,  936.00, 244, 0, 53.88, 1
2021/01/11, 15:08:21, 39.002048, -123.085197, 281.25,  1512.00, 102, 0, 44.06, 1
2021/01/11, 15:26:38, 39.001957, -123.085709, 280.47,  0.00, 328, 0, 45.39, 1
2021/01/11, 15:36:45, 39.002438, -123.085861, 354.70,  0.00, 0, 0, 55.07, 1
2021/01/11, 15:46:53, 39.002174, -123.085617, 323.36,  0.00, 169, 0, 36.14, 1
2021/01/11, 15:57:02, 39.002274, -123.085846, 301.12,  0.00, 74, 0, 22.70, 1
2021/01/11, 16:07:17, 39.001762, -123.085777, 309.33,  0.00, 342, 0, 57.24, 1
2021/01/11, 16:17:44, 39.001842, -123.085594, 311.28,  3816.00, 170, 0, 18.14, 1
2021/01/11, 16:28:37, 39.001671, -123.085632, 243.81,  6156.00, 170, 0, 19.30, 1
2021/01/11, 16:40:20, 39.001328, -123.086060, 187.50,  1368.00, 306, 0, 53.13, 1
2021/01/11, 16:53:17, 39.001423, -123.085777, 222.37,  6768.00, 353, 0, 26.64, 1
2021/01/11, 17:08:36, 39.001396, -123.085907, 223.76,  0.00, 267, 0, 11.63, 1
2021/01/11, 17:18:53, 39.001373, -123.086082, 199.07,  1692.00, 131, 0, 15.34, 1
2021/01/11, 17:29:06, 39.001308, -123.085953, 174.23,  9648.00, 25, 0, 13.29, 1
2021/01/11, 17:39:27, 39.001541, -123.085617, 297.10,  900.00, 338, 0, 38.91, 1
2021/01/11, 17:49:41, 39.001328, -123.085876, 177.55,  0.00, 9, 0, 32.59, 1
2021/01/11, 18:00:10, 39.001190, -123.085739, 220.09,  1584.00, 133, 0, 19.38, 1
2021/01/11, 18:10:34, 39.001499, -123.085632, 261.48,  1440.00, 153, 0, 35.58, 1
2021/01/11, 18:21:38, 39.001583, -123.085541, 215.04,  1548.00, 292, 0, 12.21, 1
2021/01/11, 18:32:33, 39.001694, -123.085579, 285.48,  0.00, 146, 0, 12.77, 1
2021/01/11, 18:42:46, 39.001312, -123.086090, 209.83,  0.00, 0, 0, 61.27, 1
2021/01/11, 18:53:11, 39.000999, -123.085472, 212.82,  1584.00, 114, 0, 63.74, 1
2021/01/11, 19:03:28, 39.001625, -123.085548, 237.88,  0.00, 188, 0, 69.92, 1
2021/01/11, 19:13:41, 39.001266, -123.085464, 203.50,  0.00, 0, 0, 40.57, 1
2021/01/11, 19:24:00, 39.001179, -123.085487, 270.21,  612.00, 321, 0, 9.88, 1
2021/01/11, 19:34:13, 39.001774, -123.085678, 262.09,  2952.00, 176, 0, 68.19, 1
