Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2021/01/12, 01:05:54, 39.004211, -123.086998, 226.89,  972.00, 128, -2, 0.00, 1
2021/01/12, 01:21:01, 39.003937, -123.086891, 261.13,  2196.00, 19, 0, 31.84, 1
2021/01/12, 01:38:52, 39.003117, -123.085495, 241.58,  7056.00, 358, 0, 151.21, 1
2021/01/12, 01:58:25, 39.002689, -123.085754, 212.54,  3960.00, 220, 0, 52.59, 1
2021/01/12, 02:19:12, 39.002403, -123.085686, 215.45,  0.00, 353, 0, 32.34, 1
2021/01/12, 02:29:29, 39.002525, -123.085617, 198.02,  0.00, 254, 0, 14.82, 1
2021/01/12, 02:39:46, 39.001434, -123.085976, 174.52,  0.00, 192, 0, 125.22, 1
2021/01/12, 02:50:20, 39.002411, -123.085335, 215.45,  1080.00, 348, 0, 121.94, 1
2021/01/12, 03:04:17, 39.002186, -123.085785, 199.24,  2844.00, 168, 0, 46.24, 1
2021/01/12, 03:19:38, 39.002270, -123.085632, 162.18,  0.00, 354, 0, 16.19, 1
2021/01/12, 03:29:57, 39.002659, -123.085495, 138.24,  0.00, 215, 0, 44.85, 1
2021/01/12, 03:40:19, 39.003029, -123.086014, 241.77,  756.00, 322, 0, 60.86, 1
2021/01/12, 03:50:44, 39.002434, -123.085663, 188.56,  0.00, 284, 0, 72.78, 1
2021/01/12, 04:01:31, 39.001732, -123.085365, 162.15,  5328.00, 161, 0, 82.20, 1
2021/01/12, 04:14:56, 39.002018, -123.085510, 232.93,  0.00, 323, 0, 34.18, 1
2021/01/12, 04:25:27, 39.002670, -123.085747, 165.66,  1404.00, 77, 0, 75.34, 1
2021/01/12, 04:37:13, 39.002396, -123.085564, 190.52,  1476.00, 47, 0, 34.33, 1
2021/01/12, 04:49:26, 39.001751, -123.086487, 219.13,  7308.00, 196, 0, 107.26, 1
2021/01/12, 05:03:05, 39.001953, -123.085274, 246.11,  648.00, 94, 0, 107.20, 1
2021/01/12, 05:44:44, 39.001884, -123.085609, 203.82,  0.00, 38, 0, 29.95, 1
2021/01/12, 06:26:27, 39.002300, -123.085884, 251.81,  0.00, 328, 0, 52.00, 1
2021/01/12, 06:36:49, 39.002148, -123.085648, 240.80,  360.00, 351, 0, 26.49, 1
2021/01/12, 06:47:34, 39.001801, -123.085732, 213.47,  3564.00, 330, 0, 39.26, 1
2021/01/12, 07:06:47, 39.002312, -123.085655, 216.95,  4284.00, 172, 0, 57.21, 1
2021/01/12, 07:28:33, 39.001209, -123.085045, 306.79,  1440.00, 21, 0, 133.50, 1
2021/01/12, 07:53:22, 39.001171, -123.084854, 422.50,  2124.00, 346, 0, 17.04, 1
2021/01/12, 08:29:58, 39.001846, -123.083946, 396.77,  1116.00, 28, 0, 108.58, 1
2021/01/12, 09:28:21, 38.998230, -123.084442, 31.49,  1872.00, 183, 0, 404.36, 1
2021/01/12, 10:36:36, 38.985058, -123.089172, 65.55,  216.00, 13, 0, 1520.64, 1
2021/01/12, 11:27:24, 38.982994, -123.090088, 154.66,  0.00, 342, 0, 242.78, 1
2021/01/12, 11:37:46, 38.982979, -123.090134, 164.49,  0.00, 223, 0, 4.31, 1
2021/01/12, 11:48:10, 38.982876, -123.090225, 197.80,  0.00, 73, 0, 13.89, 1
2021/01/12, 11:58:36, 38.982548, -123.090286, 241.84,  0.00, 129, 0, 36.85, 1
2021/01/12, 12:09:06, 38.982483, -123.090302, 241.67,  540.00, 4, 0, 7.36, 1
2021/01/12, 12:30:02, 38.982246, -123.088272, 184.52,  1116.00, 12, 0, 177.43, 1
