Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2020/11/27, 08:12:20, 39.002342, -123.085762, 243.71,  2556.00, 132, -2, 0.00, 1
2020/11/27, 08:25:52, 39.006474, -123.081642, 297.27,  828.00, 3, 0, 581.24, 1
2020/11/27, 08:36:24, 39.004902, -123.081757, 326.90,  8424.00, 159, 0, 175.08, 1
2020/11/27, 08:51:45, 39.003975, -123.081039, 316.00,  576.00, 236, 0, 120.31, 1
2020/11/27, 09:36:32, 39.004230, -123.083939, 212.00,  0.00, 152, 0, 252.19, 1
2020/11/27, 10:18:39, 39.007069, -123.079849, 342.93,  0.00, 288, 0, 473.87, 1
2020/11/27, 10:28:57, 39.007038, -123.079796, 330.64,  0.00, 320, 0, 5.73, 1
2020/11/27, 10:39:16, 39.007042, -123.079910, 323.86,  0.00, 166, 0, 9.86, 1
2020/11/27, 10:49:38, 39.007015, -123.079811, 335.02,  0.00, 95, 0, 9.07, 1
2020/11/27, 11:00:03, 39.007175, -123.079857, 311.77,  0.00, 85, 0, 18.23, 1
2020/11/27, 11:10:31, 39.007145, -123.079857, 316.83,  0.00, 53, 0, 3.34, 1
2020/11/27, 11:21:29, 39.005997, -123.081543, 322.32,  648.00, 9, 0, 193.70, 1
2020/11/27, 11:32:32, 39.006001, -123.081642, 313.05,  216.00, 266, 0, 8.57, 1
2020/11/27, 11:46:27, 39.005962, -123.081535, 338.48,  0.00, 272, 0, 10.21, 1
2020/11/27, 11:57:04, 39.005764, -123.081581, 361.60,  0.00, 337, 0, 22.37, 1
2020/11/27, 12:07:28, 39.005859, -123.081558, 356.64,  0.00, 211, 0, 10.75, 1
2020/11/27, 12:17:44, 39.005947, -123.081535, 366.49,  0.00, 23, 0, 9.98, 1
2020/11/27, 12:28:21, 39.005932, -123.081551, 370.39,  1116.00, 20, 0, 2.17, 1
2020/11/27, 12:39:02, 39.006130, -123.081627, 346.31,  612.00, 285, 0, 22.98, 1
2020/11/27, 12:53:05, 39.006126, -123.081429, 328.80,  468.00, 29, 0, 17.11, 1
2020/11/27, 13:03:20, 39.006100, -123.081528, 335.96,  0.00, 49, 0, 9.03, 1
2020/11/27, 13:13:26, 39.006638, -123.080887, 308.56,  0.00, 92, 0, 81.53, 1
2020/11/27, 13:23:33, 39.006535, -123.081062, 336.70,  0.00, 188, 0, 18.97, 1
2020/11/27, 13:33:48, 39.006569, -123.081100, 329.88,  0.00, 64, 0, 5.01, 1
2020/11/27, 13:44:14, 39.006641, -123.081024, 314.75,  0.00, 306, 0, 10.35, 1
2020/11/27, 13:54:48, 39.007408, -123.081779, 332.54,  2772.00, 262, 0, 107.38, 1
2020/11/27, 14:05:33, 39.007603, -123.082291, 357.58,  1980.00, 214, 0, 49.27, 1
2020/11/27, 14:15:33, 39.007309, -123.082497, 379.71,  0.00, 45, 0, 37.22, 1
2020/11/27, 14:25:23, 39.007656, -123.082237, 359.11,  0.00, 346, 0, 44.65, 1
