Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2021/01/27, 10:58:08, 39.001652, -123.085159, 320.29,  1188.00, 115, -2, 0.00, 1
2021/01/27, 11:08:32, 39.001652, -123.085007, 97.24,  3564.00, 114, 0, 13.13, 1
2021/01/27, 11:18:48, 39.001507, -123.084328, 95.38,  3816.00, 300, 0, 60.85, 1
2021/01/27, 11:29:07, 39.001045, -123.084717, 429.53,  0.00, 66, 0, 61.39, 1
2021/01/27, 11:39:21, 39.001492, -123.085175, 161.25,  0.00, 115, 0, 63.54, 1
2021/01/27, 11:49:41, 39.002464, -123.085373, 201.44,  576.00, 328, 0, 109.43, 1
2021/01/27, 12:00:05, 39.001053, -123.085754, 199.59,  0.00, 149, 0, 160.31, 1
2021/01/27, 12:10:29, 39.000656, -123.084343, 279.94,  0.00, 133, 0, 129.67, 1
2021/01/27, 12:21:04, 39.000423, -123.084785, 393.87,  828.00, 167, 0, 46.15, 1
2021/01/27, 12:31:28, 39.000572, -123.084679, 331.84,  288.00, 325, 0, 18.93, 1
2021/01/27, 12:41:47, 39.001049, -123.084877, 290.78,  0.00, 29, 0, 55.73, 1
2021/01/27, 12:52:11, 39.000996, -123.084526, 263.26,  0.00, 66, 0, 30.90, 1
2021/01/27, 13:03:43, 39.002163, -123.085098, 254.52,  2160.00, 326, 0, 138.86, 1
2021/01/27, 13:34:41, 39.002163, -123.085098, 254.52,  2160.00, 326, 0, 0.00, 1
2021/01/27, 14:25:12, 39.001228, -123.085655, 121.48,  0.00, 99, 0, 114.57, 1
2021/01/27, 14:35:31, 39.001385, -123.085533, 39.03,  576.00, 291, 0, 20.39, 1
2021/01/27, 14:46:01, 39.001083, -123.086166, 95.71,  396.00, 26, 0, 64.19, 1
2021/01/27, 15:16:19, 39.001755, -123.085289, 224.08,  2844.00, 216, 0, 106.43, 1
2021/01/27, 15:37:43, 39.002377, -123.086052, 237.01,  252.00, 191, 0, 95.55, 1
2021/01/27, 15:47:47, 39.002151, -123.086052, 270.17,  1116.00, 54, 0, 25.13, 1
2021/01/27, 15:57:49, 39.000820, -123.084038, 296.47,  396.00, 110, 0, 228.46, 1
2021/01/27, 16:08:04, 39.001572, -123.085503, 365.01,  3060.00, 129, 0, 151.72, 1
2021/01/27, 16:18:25, 39.001381, -123.085655, 266.59,  4032.00, 65, -4, 24.97, 1
2021/01/28, 03:39:15, 39.001381, -123.085655, 266.59,  4032.00, 65, -2, 0.00, 1
2021/01/28, 04:38:03, 39.002613, -123.085953, 249.89,  648.00, 343, 0, 139.39, 1
2021/01/28, 07:50:08, 39.002613, -123.085953, 249.89,  648.00, 343, 0, 0.00, 1
2021/01/28, 08:03:57, 39.002262, -123.085030, 252.44,  0.00, 326, 0, 88.80, 1
2021/01/28, 08:16:05, 39.002182, -123.085960, 121.04,  432.00, 27, 0, 80.85, 1
2021/01/28, 14:52:12, 39.002182, -123.085960, 121.04,  432.00, 27, 0, 0.00, 1
2021/01/28, 15:09:24, 39.002934, -123.086143, 280.80,  1152.00, 218, 0, 85.10, 1
2021/01/28, 15:19:54, 39.001877, -123.086166, 189.31,  756.00, 43, 0, 117.55, 1
2021/01/28, 16:13:43, 39.001877, -123.086166, 189.31,  756.00, 43, 0, 0.00, 1
2021/01/28, 16:42:18, 39.002140, -123.085701, 255.67,  2124.00, 276, -4, 49.70, 1
2021/01/29, 10:28:42, 39.002140, -123.085701, 255.67,  2124.00, 276, -2, 0.00, 1
2021/01/29, 10:40:00, 39.002628, -123.086060, 229.25,  216.00, 308, 0, 62.50, 1
2021/01/29, 10:50:14, 39.002369, -123.085960, 244.02,  0.00, 314, 0, 30.07, 1
2021/01/29, 11:00:28, 39.002342, -123.086014, 201.90,  0.00, 180, 0, 5.55, 1
2021/01/29, 11:10:50, 39.002682, -123.085976, 256.38,  1944.00, 50, 0, 37.95, 1
2021/01/29, 11:43:50, 39.002865, -123.086197, 253.51,  0.00, 334, 0, 27.91, 1
2021/01/29, 11:54:10, 39.002766, -123.086082, 244.84,  0.00, 166, 0, 14.83, 1
