Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2021/01/12, 06:06:26, 39.001953, -123.085587, 226.87,  1368.00, 89, -2, 0.00, 1
2021/01/12, 06:23:03, 39.002171, -123.085548, 267.53,  0.00, 91, 0, 24.47, 1
2021/01/12, 06:33:28, 39.002121, -123.085220, 263.87,  0.00, 271, 0, 28.88, 1
2021/01/12, 06:43:54, 39.002277, -123.085472, 239.11,  6048.00, 146, 0, 27.84, 1
2021/01/12, 06:57:39, 39.001625, -123.085526, 281.37,  3492.00, 337, 0, 72.65, 1
2021/01/12, 07:13:47, 39.001976, -123.085602, 247.67,  0.00, 252, 0, 39.58, 1
2021/01/12, 07:27:17, 39.000660, -123.085297, 332.43,  0.00, 273, 0, 148.69, 1
2021/01/12, 07:42:32, 39.001934, -123.085487, 277.09,  792.00, 161, 0, 142.61, 1
2021/01/12, 09:39:02, 39.001934, -123.085487, 277.09,  792.00, 161, 0, 0.00, 
2021/01/12, 10:27:35, 39.002953, -123.094490, 293.45,  18936.00, 188, 0, 786.17, 1
2021/01/12, 10:38:08, 38.983582, -123.090248, 154.70,  936.00, 30, 0, 2184.93, 1
2021/01/12, 11:31:33, 39.001869, -123.085762, 230.76,  180.00, 117, 0, 2070.05, 1
2021/01/12, 12:10:30, 39.004738, -123.086655, 284.64,  0.00, 11, 0, 328.22, 1
2021/01/12, 12:20:44, 38.996468, -123.069725, 284.21,  30276.00, 148, 0, 1727.99, 1
2021/01/12, 12:30:59, 38.988106, -123.071960, 307.36,  0.00, 314, 0, 949.66, 1
2021/01/12, 12:41:23, 38.988251, -123.070663, 288.31,  0.00, 103, 0, 113.25, 1
2021/01/12, 12:51:46, 38.989040, -123.068802, 304.11,  1260.00, 112, 0, 183.21, 1
2021/01/12, 13:02:08, 38.989239, -123.068466, 291.06,  1044.00, 116, 0, 36.51, 1
2021/01/12, 13:12:09, 38.989109, -123.068329, 299.73,  0.00, 342, 0, 18.69, 1
2021/01/12, 13:22:23, 38.989109, -123.068237, 281.08,  432.00, 130, 0, 7.95, 1
2021/01/12, 13:32:34, 38.989182, -123.068481, 281.40,  0.00, 111, 0, 22.60, 1
2021/01/12, 13:42:56, 38.989048, -123.068161, 302.36,  792.00, 98, 0, 31.42, 1
