Collar ID,Acq. Time [UTC], Acq. Time [LMT],SCTS [UTC],Origin,Latitude[deg],Longitude[deg],Altitude[m],DOP,Fix Type,3D Error,Mortality Status,Activity,Temp[°C],Main[V],Backup[V]
35075,2021-05-30 06:00:17,2021-05-30 06:00:17,2021-05-30 21:02:26,Iridium,39.00211,-123.08551,234,1.6,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-30 05:00:38,2021-05-30 05:00:38,2021-05-30 21:02:26,Iridium,39.00181,-123.08548,269,1.2,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-30 04:00:28,2021-05-30 04:00:28,2021-05-30 21:02:26,Iridium,39.00195,-123.08483,354,1.2,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-30 03:00:24,2021-05-30 03:00:24,2021-05-30 21:02:41,Iridium,39.00185,-123.08564,367,1.6,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-30 02:00:36,2021-05-30 02:00:36,2021-05-30 21:02:41,Iridium,39.00195,-123.08563,261,1.4,3D Validated,,Mortality No Radius,,24,3.6,3.68
35075,2021-05-30 01:00:16,2021-05-30 01:00:16,2021-05-30 21:02:41,Iridium,39.00227,-123.08551,281,1.2,3D Validated,,Mortality No Radius,,24,3.6,3.68
35075,2021-05-30 00:00:21,2021-05-30 00:00:21,2021-05-30 21:02:41,Iridium,39.00213,-123.08548,269,1.6,3D Validated,,Mortality No Radius,,24,3.6,3.68
35075,2021-05-29 23:00:18,2021-05-29 23:00:18,2021-05-30 21:02:41,Iridium,39.00159,-123.08528,327,1.6,3D Validated,,Mortality No Radius,,23,3.6,3.68
35075,2021-05-29 22:00:33,2021-05-29 22:00:33,2021-05-30 21:02:41,Iridium,39.00202,-123.08533,262,1.2,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 21:00:22,2021-05-29 21:00:22,2021-05-30 21:02:41,Iridium,39.00213,-123.08562,246,2,3D Validated,,Mortality No Radius,,22,3.6,3.76
35075,2021-05-29 20:00:40,2021-05-29 20:00:40,2021-05-30 21:02:41,Iridium,39.00290,-123.08505,446,2.4,3D Validated,,Mortality No Radius,,21,3.6,3.76
35075,2021-05-29 19:00:21,2021-05-29 19:00:21,2021-05-30 21:02:41,Iridium,39.00159,-123.08522,307,1.4,3D Validated,,Mortality No Radius,,21,3.6,3.68
35075,2021-05-29 18:00:22,2021-05-29 18:00:22,2021-05-30 21:02:41,Iridium,39.00184,-123.08564,239,1.8,3D Validated,,Mortality No Radius,,21,3.6,3.76
35075,2021-05-29 17:00:19,2021-05-29 17:00:19,2021-05-30 21:02:41,Iridium,39.00215,-123.08582,278,1.2,3D Validated,,Mortality No Radius,,20,3.6,3.76
35075,2021-05-29 16:00:32,2021-05-29 16:00:32,2021-05-30 21:02:41,Iridium,39.00211,-123.08552,271,1.2,3D Validated,,Mortality No Radius,,20,3.6,3.76
35075,2021-05-29 15:00:39,2021-05-29 15:00:39,2021-05-30 21:02:41,Iridium,39.00296,-123.08469,361,2,3D Validated,,Mortality No Radius,,20,3.6,3.76
35075,2021-05-29 14:00:23,2021-05-29 14:00:23,2021-05-30 21:02:41,Iridium,39.00209,-123.08549,264,1.2,3D Validated,,Mortality No Radius,,20,3.6,3.76
35075,2021-05-29 13:00:36,2021-05-29 13:00:36,2021-05-30 21:02:41,Iridium,39.00211,-123.08569,256,1,3D Validated,,Mortality No Radius,,21,3.6,3.76
35075,2021-05-29 12:00:37,2021-05-29 12:00:37,2021-05-30 21:02:41,Iridium,39.00169,-123.08570,84,1.4,3D Validated,,Mortality No Radius,,21,3.6,3.76
35075,2021-05-29 11:00:25,2021-05-29 11:00:25,2021-05-30 21:02:41,Iridium,39.00185,-123.08483,262,1.2,3D Validated,,Mortality No Radius,,21,3.6,3.76
35075,2021-05-29 10:00:27,2021-05-29 10:00:27,2021-05-30 21:02:41,Iridium,39.00248,-123.08500,355,3.6,3D Validated,,Mortality No Radius,,22,3.6,3.76
35075,2021-05-29 09:27:40,2021-05-29 09:27:40,2021-05-30 21:02:51,Iridium,39.00175,-123.08584,225,1.8,3D Validated,,Mortality No Radius,,22,3.6,3.76
35075,2021-05-29 08:57:40,2021-05-29 08:57:40,2021-05-30 21:02:51,Iridium,39.00185,-123.08571,243,1.6,3D Validated,,Mortality No Radius,,22,3.6,3.76
35075,2021-05-29 08:27:55,2021-05-29 08:27:55,2021-05-30 21:02:51,Iridium,39.00237,-123.08496,370,1.4,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 07:57:39,2021-05-29 07:57:39,2021-05-29 07:58:31,Iridium,39.00155,-123.08505,300,1.6,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 07:27:45,2021-05-29 07:27:45,2021-05-29 07:58:31,Iridium,39.00167,-123.08542,271,1.4,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 06:57:41,2021-05-29 06:57:41,2021-05-29 07:58:31,Iridium,39.00184,-123.08519,302,1.6,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 06:27:36,2021-05-29 06:27:36,2021-05-29 07:58:31,Iridium,39.00175,-123.08513,229,1.6,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 05:57:40,2021-05-29 05:57:40,2021-05-29 07:58:31,Iridium,39.00129,-123.08478,422,1.8,3D Validated,,Mortality No Radius,,23,3.6,3.76
35075,2021-05-29 05:27:39,2021-05-29 05:27:39,2021-05-29 07:58:31,Iridium,39.00178,-123.08535,327,1.4,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-29 04:57:43,2021-05-29 04:57:43,2021-05-29 07:58:31,Iridium,39.00233,-123.08507,273,3.4,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-29 04:27:52,2021-05-29 04:27:52,2021-05-29 04:28:19,Iridium,39.00156,-123.08552,230,1.8,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-29 03:57:35,2021-05-29 03:57:35,2021-05-29 04:28:19,Iridium,39.00197,-123.08573,246,1.4,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-29 03:27:40,2021-05-29 03:27:40,2021-05-29 03:28:14,Iridium,39.00198,-123.08538,283,2,3D Validated,,Mortality No Radius,,24,3.6,3.76
35075,2021-05-29 03:01:24,2021-05-29 03:01:24,2021-05-29 03:28:14,Iridium,39.00193,-123.08523,299,1.8,3D Validated,,Nothing Detected,,24,3.6,3.76
35075,2021-05-29 02:01:27,2021-05-29 02:01:27,2021-05-29 03:28:14,Iridium,39.00211,-123.08555,255,4.4,3D Validated,,Nothing Detected,,24,3.6,3.76
35075,2021-05-29 01:00:19,2021-05-29 01:00:19,2021-05-29 03:28:14,Iridium,39.00197,-123.08547,243,1.4,3D Validated,,Nothing Detected,,24,3.6,3.76
35075,2021-05-29 00:00:27,2021-05-29 00:00:27,2021-05-29 03:28:14,Iridium,39.00215,-123.08472,355,1.6,3D Validated,,Nothing Detected,,23,3.6,3.76
35075,2021-05-28 23:00:16,2021-05-28 23:00:16,2021-05-29 03:28:14,Iridium,39.00235,-123.08523,274,1,3D Validated,,Nothing Detected,,23,3.6,3.76
35075,2021-05-28 22:00:21,2021-05-28 22:00:21,2021-05-29 03:28:14,Iridium,39.00216,-123.08543,229,1.4,3D Validated,,Nothing Detected,,22,3.6,3.76
35075,2021-05-28 21:00:18,2021-05-28 21:00:18,2021-05-29 03:28:14,Iridium,39.00197,-123.08439,357,1.2,3D Validated,,Nothing Detected,,22,3.6,3.76
35075,2021-05-28 20:00:35,2021-05-28 20:00:35,2021-05-29 03:28:14,Iridium,39.00145,-123.08497,282,1.4,3D Validated,,Nothing Detected,,24,3.6,3.76
35075,2021-05-28 19:00:12,2021-05-28 19:00:12,2021-05-29 03:28:14,Iridium,38.98485,-123.08867,229,1.4,3D Validated,,Nothing Detected,,31,3.6,3.76
35075,2021-05-28 18:00:21,2021-05-28 18:00:21,2021-05-29 03:28:14,Iridium,39.01411,-123.10798,199,1.6,3D Validated,,Nothing Detected,,36,3.6,3.76
35075,2021-05-28 17:00:11,2021-05-28 17:00:11,2021-05-29 03:28:14,Iridium,39.01368,-123.10789,233,1.2,3D Validated,,Nothing Detected,,30,3.6,3.76
35075,2021-05-28 16:00:15,2021-05-28 16:00:15,2021-05-29 03:28:14,Iridium,39.01387,-123.10795,220,1.4,3D Validated,,Nothing Detected,,21,3.6,3.76
35075,2021-05-28 15:00:22,2021-05-28 15:00:22,2021-05-29 03:28:14,Iridium,39.01402,-123.10783,231,1.8,3D Validated,,Nothing Detected,,11,3.52,3.76
35075,2021-05-28 14:00:11,2021-05-28 14:00:11,2021-05-29 03:28:14,Iridium,39.01389,-123.10852,267,1.2,3D Validated,,Nothing Detected,,9,3.52,3.76
35075,2021-05-28 13:00:15,2021-05-28 13:00:15,2021-05-29 03:28:14,Iridium,39.01401,-123.10802,118,1.2,3D Validated,,Nothing Detected,,8,3.52,3.76
35075,2021-05-28 12:00:19,2021-05-28 12:00:19,2021-05-29 03:28:14,Iridium,39.01377,-123.10773,282,1.6,3D Validated,,Nothing Detected,,9,3.52,3.76
35075,2021-05-28 11:00:11,2021-05-28 11:00:11,2021-05-29 03:28:14,Iridium,39.01403,-123.10831,287,1.4,3D Validated,,Nothing Detected,,10,3.6,3.76
35075,2021-05-28 10:00:17,2021-05-28 10:00:17,2021-05-29 04:28:19,Iridium,39.01390,-123.10819,210,1.4,3D Validated,,Nothing Detected,,11,3.6,3.76
35075,2021-05-28 09:00:10,2021-05-28 09:00:10,2021-05-29 04:28:19,Iridium,39.01398,-123.10814,227,1.2,3D Validated,,Nothing Detected,,11,3.52,3.76
35075,2021-05-28 08:00:38,2021-05-28 08:00:38,2021-05-29 04:28:19,Iridium,39.01390,-123.10812,223,1.2,3D Validated,,Nothing Detected,,11,3.52,3.76
35075,2021-05-28 07:00:22,2021-05-28 07:00:22,2021-05-29 04:28:19,Iridium,39.01360,-123.10757,314,1.8,3D Validated,,Nothing Detected,,12,3.52,3.76
35075,2021-05-28 06:00:16,2021-05-28 06:00:16,2021-05-29 04:28:19,Iridium,39.01344,-123.10777,279,1.4,3D Validated,,Nothing Detected,,14,3.6,3.76
35075,2021-05-28 05:00:21,2021-05-28 05:00:21,2021-05-29 04:28:19,Iridium,39.01381,-123.10782,190,1.4,3D Validated,,Nothing Detected,,16,3.6,3.76
35075,2021-05-28 04:00:12,2021-05-28 04:00:12,2021-05-29 04:28:19,Iridium,39.01416,-123.10834,275,1.2,3D Validated,,Nothing Detected,,18,3.6,3.76
35075,2021-05-28 03:00:12,2021-05-28 03:00:12,2021-05-29 04:28:19,Iridium,39.01398,-123.10822,204,1.4,3D Validated,,Nothing Detected,,23,3.6,3.76
35075,2021-05-28 02:00:12,2021-05-28 02:00:12,2021-05-29 04:28:19,Iridium,39.01407,-123.10808,183,1.2,3D Validated,,Nothing Detected,,29,3.6,3.76
35075,2021-05-28 01:00:11,2021-05-28 01:00:11,2021-05-29 04:28:19,Iridium,39.01402,-123.10813,266,1.2,3D Validated,,Nothing Detected,,35,3.68,3.76
35075,2021-05-28 00:00:12,2021-05-28 00:00:12,2021-05-29 04:28:19,Iridium,39.01391,-123.10803,215,1,3D Validated,,Nothing Detected,,42,3.68,3.76
35075,2021-05-27 23:00:11,2021-05-27 23:00:11,2021-05-29 04:28:19,Iridium,39.01389,-123.10808,205,1.2,3D Validated,,Nothing Detected,,50,3.68,3.76
35075,2021-05-27 22:00:35,2021-05-27 22:00:35,2021-05-29 04:28:19,Iridium,39.01390,-123.10812,223,1.2,3D Validated,,Nothing Detected,,61,3.68,3.68
35075,2021-05-27 21:00:15,2021-05-27 21:00:15,2021-05-29 04:28:19,Iridium,39.01388,-123.10808,213,1.2,3D Validated,,Nothing Detected,,61,3.68,3.68
35075,2021-05-27 20:00:38,2021-05-27 20:00:38,2021-05-29 04:28:19,Iridium,39.01387,-123.10814,235,1.2,3D Validated,,Nothing Detected,,50,3.68,3.68
35075,2021-05-27 19:00:28,2021-05-27 19:00:28,2021-05-29 04:28:19,Iridium,39.01383,-123.10763,314,1.4,3D Validated,,Nothing Detected,,44,3.68,3.68
35075,2021-05-27 18:00:11,2021-05-27 18:00:11,2021-05-29 04:28:31,Iridium,39.01387,-123.10812,243,1.2,3D Validated,,Nothing Detected,,36,3.68,3.76
35075,2021-05-27 17:00:15,2021-05-27 17:00:15,2021-05-29 04:28:31,Iridium,39.01390,-123.10817,228,1.4,3D Validated,,Nothing Detected,,28,3.6,3.76
35075,2021-05-27 16:00:09,2021-05-27 16:00:09,2021-05-29 04:28:31,Iridium,39.01393,-123.10819,247,1.4,3D Validated,,Nothing Detected,,20,3.6,3.76
35075,2021-05-27 15:00:35,2021-05-27 15:00:35,2021-05-29 04:28:31,Iridium,39.01390,-123.10815,216,1.2,3D Validated,,Nothing Detected,,10,3.52,3.76
35075,2021-05-27 14:00:13,2021-05-27 14:00:13,2021-05-29 04:28:31,Iridium,39.01384,-123.10808,234,1,3D Validated,,Nothing Detected,,8,3.52,3.76
35075,2021-05-27 13:00:10,2021-05-27 13:00:10,2021-05-29 04:28:31,Iridium,39.01388,-123.10812,234,1.2,3D Validated,,Nothing Detected,,7,3.52,3.76
35075,2021-05-27 12:00:29,2021-05-27 12:00:29,2021-05-29 04:28:31,Iridium,39.01383,-123.10760,286,1.2,3D Validated,,Nothing Detected,,7,3.52,3.76
35075,2021-05-27 11:00:21,2021-05-27 11:00:21,2021-05-29 04:28:31,Iridium,39.01394,-123.10807,220,1.4,3D Validated,,Nothing Detected,,7,3.52,3.76
35075,2021-05-27 10:00:13,2021-05-27 10:00:13,2021-05-29 04:28:31,Iridium,39.01387,-123.10815,239,1.4,3D Validated,,Nothing Detected,,8,3.52,3.76
35075,2021-05-27 09:00:09,2021-05-27 09:00:09,2021-05-29 04:28:31,Iridium,39.01390,-123.10818,231,1.2,3D Validated,,Nothing Detected,,8,3.6,3.76
35075,2021-05-27 08:00:34,2021-05-27 08:00:34,2021-05-29 04:28:31,Iridium,39.01395,-123.10813,225,1.4,3D Validated,,Nothing Detected,,9,3.52,3.76
35075,2021-05-27 07:00:20,2021-05-27 07:00:20,2021-05-29 04:28:31,Iridium,39.01387,-123.10810,232,1.2,3D Validated,,Nothing Detected,,9,3.52,3.76
35075,2021-05-27 06:00:06,2021-05-27 06:00:06,2021-05-29 04:28:31,Iridium,39.01390,-123.10807,232,1.2,3D Validated,,Nothing Detected,,9,3.6,3.76
35075,2021-05-27 05:00:30,2021-05-27 05:00:30,2021-05-27 05:00:55,Iridium,39.01343,-123.10775,268,1.2,3D Validated,,Mortality No Radius,,11,3.52,3.76
35075,2021-05-27 04:00:10,2021-05-27 04:00:10,2021-05-27 05:00:55,Iridium,39.01385,-123.10806,286,1.2,3D Validated,,Mortality No Radius,,15,3.6,3.76
35075,2021-05-27 03:00:11,2021-05-27 03:00:11,2021-05-27 05:00:55,Iridium,39.01397,-123.10811,193,1.4,3D Validated,,Mortality No Radius,,22,3.6,3.76
35075,2021-05-27 02:00:30,2021-05-27 02:00:30,2021-05-27 05:00:55,Iridium,39.01362,-123.10770,235,1,3D Validated,,Mortality No Radius,,29,3.6,3.76
35075,2021-05-27 01:00:25,2021-05-27 01:00:25,2021-05-27 05:00:55,Iridium,39.01387,-123.10823,201,1.4,3D Validated,,Mortality No Radius,,35,3.6,3.76
35075,2021-05-27 00:00:21,2021-05-27 00:00:21,2021-05-27 05:00:55,Iridium,39.01402,-123.10860,184,1.2,3D Validated,,Mortality No Radius,,43,3.68,3.76
35075,2021-05-26 23:00:22,2021-05-26 23:00:22,2021-05-27 05:00:55,Iridium,39.01375,-123.10792,122,1.6,3D Validated,,Mortality No Radius,,53,3.68,3.76
35075,2021-05-26 22:00:18,2021-05-26 22:00:18,2021-05-27 05:00:55,Iridium,39.01411,-123.10764,333,1.4,3D Validated,,Mortality No Radius,,64,3.68,3.68
35075,2021-05-26 21:00:15,2021-05-26 21:00:15,2021-05-27 05:00:55,Iridium,39.01414,-123.10758,148,1.2,3D Validated,,Mortality No Radius,,62,3.68,3.68
35075,2021-05-26 20:00:16,2021-05-26 20:00:16,2021-05-27 05:00:55,Iridium,39.01345,-123.10704,141,1.6,3D Validated,,Mortality No Radius,,51,3.68,3.68
35075,2021-05-26 19:00:11,2021-05-26 19:00:11,2021-05-27 05:00:55,Iridium,39.01390,-123.10791,292,1.4,3D Validated,,Mortality No Radius,,44,3.68,3.68
35075,2021-05-26 18:00:15,2021-05-26 18:00:15,2021-05-27 05:00:55,Iridium,39.01377,-123.10795,236,1.2,3D Validated,,Mortality No Radius,,35,3.68,3.76
35075,2021-05-26 17:00:12,2021-05-26 17:00:12,2021-05-27 05:00:55,Iridium,39.01368,-123.10811,243,1.2,3D Validated,,Mortality No Radius,,27,3.6,3.76
35075,2021-05-26 16:00:12,2021-05-26 16:00:12,2021-05-27 05:00:55,Iridium,39.01380,-123.10801,195,1.4,3D Validated,,Mortality No Radius,,18,3.6,3.76
35075,2021-05-26 15:00:16,2021-05-26 15:00:16,2021-05-27 05:00:55,Iridium,39.01393,-123.10776,215,1.2,3D Validated,,Mortality No Radius,,12,3.6,3.76
35075,2021-05-26 14:00:11,2021-05-26 14:00:11,2021-05-27 05:00:55,Iridium,39.01361,-123.10802,208,1.2,3D Validated,,Mortality No Radius,,8,3.6,3.76
35075,2021-05-26 13:00:15,2021-05-26 13:00:15,2021-05-27 05:00:55,Iridium,39.01332,-123.10783,282,1.4,3D Validated,,Mortality No Radius,,6,3.52,3.76
35075,2021-05-26 12:00:18,2021-05-26 12:00:18,2021-05-27 05:00:55,Iridium,39.01352,-123.10787,297,1.4,3D Validated,,Mortality No Radius,,7,3.6,3.76
35075,2021-05-26 11:00:12,2021-05-26 11:00:12,2021-05-26 11:00:46,Iridium,39.01368,-123.10829,278,1.4,3D Validated,,Mortality No Radius,,8,3.52,3.76
35075,2021-05-26 10:00:15,2021-05-26 10:00:15,2021-05-26 11:00:46,Iridium,39.01371,-123.10794,203,1.2,3D Validated,,Mortality No Radius,,8,3.52,3.76
35075,2021-05-26 09:00:12,2021-05-26 09:00:12,2021-05-26 11:00:46,Iridium,39.01337,-123.10809,288,1.2,3D Validated,,Mortality No Radius,,8,3.52,3.76
35075,2021-05-26 08:00:18,2021-05-26 08:00:18,2021-05-26 11:00:46,Iridium,39.01343,-123.10809,290,1.6,3D Validated,,Mortality No Radius,,9,3.52,3.76
35075,2021-05-26 07:00:12,2021-05-26 07:00:12,2021-05-26 11:00:46,Iridium,39.01375,-123.10808,259,1.8,3D Validated,,Mortality No Radius,,9,3.52,3.76
35075,2021-05-26 06:00:15,2021-05-26 06:00:15,2021-05-26 11:00:46,Iridium,39.01345,-123.10782,271,1.4,3D Validated,,Mortality No Radius,,10,3.52,3.76
35075,2021-05-26 05:00:15,2021-05-26 05:00:15,2021-05-26 11:00:46,Iridium,39.01354,-123.10781,230,1.4,3D Validated,,Mortality No Radius,,12,3.6,3.76
35075,2021-05-26 04:00:11,2021-05-26 04:00:11,2021-05-26 11:00:46,Iridium,39.01375,-123.10805,221,1.4,3D Validated,,Mortality No Radius,,15,3.6,3.76
35075,2021-05-26 03:00:15,2021-05-26 03:00:15,2021-05-26 11:00:46,Iridium,39.01392,-123.10787,201,1.4,3D Validated,,Mortality No Radius,,20,3.6,3.76
35075,2021-05-26 02:00:12,2021-05-26 02:00:12,2021-05-26 11:00:46,Iridium,39.01400,-123.10822,228,1.2,3D Validated,,Mortality No Radius,,27,3.6,3.76
35075,2021-05-26 01:00:13,2021-05-26 01:00:13,2021-05-26 11:00:46,Iridium,39.01404,-123.10810,238,1.2,3D Validated,,Mortality No Radius,,33,3.6,3.76
35075,2021-05-26 00:00:12,2021-05-26 00:00:12,2021-05-26 11:00:46,Iridium,39.01391,-123.10801,214,1.2,3D Validated,,Mortality No Radius,,39,3.68,3.76
35075,2021-05-25 23:00:13,2021-05-25 23:00:13,2021-05-26 11:00:46,Iridium,39.01407,-123.10812,205,1.4,3D Validated,,Mortality No Radius,,49,3.68,3.68
35075,2021-05-25 22:00:11,2021-05-25 22:00:11,2021-05-26 11:00:46,Iridium,39.01386,-123.10820,192,1.6,3D Validated,,Mortality No Radius,,60,3.68,3.68
35075,2021-05-25 21:00:37,2021-05-25 21:00:37,2021-05-26 11:00:46,Iridium,39.01395,-123.10808,216,1.4,3D Validated,,Mortality No Radius,,59,3.68,3.68
35075,2021-05-25 20:00:21,2021-05-25 20:00:21,2021-05-26 11:00:46,Iridium,39.01395,-123.10814,248,2.4,3D Validated,,Mortality No Radius,,48,3.68,3.68
35075,2021-05-25 19:00:10,2021-05-25 19:00:10,2021-05-26 11:00:46,Iridium,39.01392,-123.10810,223,1.6,3D Validated,,Mortality No Radius,,42,3.68,3.68
35075,2021-05-25 18:00:36,2021-05-25 18:00:36,2021-05-26 11:00:46,Iridium,39.01388,-123.10815,221,1.2,3D Validated,,Mortality No Radius,,34,3.6,3.76
35075,2021-05-25 17:00:23,2021-05-25 17:00:23,2021-05-26 11:00:56,Iridium,39.01370,-123.10766,307,3.2,3D Validated,,Mortality No Radius,,27,3.6,3.76
35075,2021-05-25 16:00:24,2021-05-25 16:00:24,2021-05-26 11:00:56,Iridium,39.01387,-123.10795,267,2,3D Validated,,Mortality No Radius,,20,3.6,3.76
35075,2021-05-25 15:00:10,2021-05-25 15:00:10,2021-05-26 11:00:56,Iridium,39.01399,-123.10802,216,1.8,3D Validated,,Mortality No Radius,,13,3.6,3.76
35075,2021-05-25 14:00:38,2021-05-25 14:00:38,2021-05-26 11:00:56,Iridium,39.01387,-123.10814,226,1.2,3D Validated,,Mortality No Radius,,12,3.52,3.76
35075,2021-05-25 13:00:22,2021-05-25 13:00:22,2021-05-26 11:00:56,Iridium,39.01402,-123.10848,181,2.2,3D Validated,,Mortality No Radius,,12,3.52,3.76
35075,2021-05-25 12:00:12,2021-05-25 12:00:12,2021-05-26 11:00:56,Iridium,39.01389,-123.10852,172,2.4,3D Validated,,Mortality No Radius,,11,3.52,3.76
35075,2021-05-25 11:00:10,2021-05-25 11:00:10,2021-05-26 11:00:56,Iridium,39.01377,-123.10792,179,1.4,3D Validated,,Mortality No Radius,,8,3.52,3.76
35075,2021-05-25 10:00:38,2021-05-25 10:00:38,2021-05-26 11:00:56,Iridium,39.01385,-123.10813,226,1.2,3D Validated,,Mortality No Radius,,10,3.52,3.76
35075,2021-05-25 09:00:12,2021-05-25 09:00:12,2021-05-26 11:00:56,Iridium,39.01386,-123.10801,206,1.6,3D Validated,,Mortality No Radius,,10,3.52,3.76
35075,2021-05-25 08:00:12,2021-05-25 08:00:12,2021-05-26 11:00:56,Iridium,39.01376,-123.10790,201,1.8,3D Validated,,Mortality No Radius,,10,3.6,3.76
35075,2021-05-25 07:00:38,2021-05-25 07:00:38,2021-05-26 11:00:56,Iridium,39.01388,-123.10813,228,1.6,3D Validated,,Mortality No Radius,,12,3.52,3.76
35075,2021-05-25 06:00:10,2021-05-25 06:00:10,2021-05-26 11:00:56,Iridium,39.01390,-123.10815,232,1.4,3D Validated,,Mortality No Radius,,12,3.6,3.76
35075,2021-05-25 05:00:38,2021-05-25 05:00:38,2021-05-26 11:00:56,Iridium,39.01392,-123.10815,228,1.4,3D Validated,,Mortality No Radius,,13,3.52,3.76
35075,2021-05-25 04:00:13,2021-05-25 04:00:13,2021-05-26 11:00:56,Iridium,39.01388,-123.10808,228,1.8,3D Validated,,Mortality No Radius,,15,3.6,3.76
35075,2021-05-25 03:00:54,2021-05-25 03:00:54,2021-05-26 11:00:56,Iridium,39.01398,-123.10814,198,1.6,3D Validated,,Mortality No Radius,,21,3.6,3.76
35075,2021-05-25 02:00:16,2021-05-25 02:00:16,2021-05-26 11:00:56,Iridium,39.01396,-123.10788,236,1.4,3D Validated,,Mortality No Radius,,27,3.6,3.76
35075,2021-05-25 01:00:13,2021-05-25 01:00:13,2021-05-26 11:00:56,Iridium,39.01383,-123.10776,225,1.2,3D Validated,,Mortality No Radius,,34,3.6,3.76
35075,2021-05-25 00:00:18,2021-05-25 00:00:18,2021-05-26 11:00:56,Iridium,39.01385,-123.10785,245,1.2,3D Validated,,Mortality No Radius,,41,3.68,3.76
35075,2021-05-24 23:00:12,2021-05-24 23:00:12,2021-05-26 11:01:04,Iridium,39.01378,-123.10798,203,1.6,3D Validated,,Mortality No Radius,,51,3.68,3.68
35075,2021-05-24 22:00:12,2021-05-24 22:00:12,2021-05-26 11:01:04,Iridium,39.01387,-123.10817,207,1.4,3D Validated,,Mortality No Radius,,61,3.68,3.68
35075,2021-05-24 21:00:33,2021-05-24 21:00:33,2021-05-26 11:01:04,Iridium,39.01392,-123.10813,217,1.2,3D Validated,,Mortality No Radius,,60,3.68,3.68
