Collar ID,Acq. Time [UTC], Acq. Time [LMT],SCTS [UTC],Origin,Latitude[deg],Longitude[deg],Altitude[m],DOP,Fix Type,3D Error,Mortality Status,Activity,Temp[°C],Main[V],Backup[V]
35077,2022-02-07 07:00:26,2022-02-07 07:00:26,2022-02-08 15:00:51,Iridium,39.00978,-123.07566,450,1.2,3D Validated,,Nothing Detected,,12,3.28,3.6
35076,2022-02-07 07:00:12,2022-02-07 07:00:12,2022-02-07 11:00:35,Iridium,39.04218,-123.12061,185,1,3D Validated,,Nothing Detected,,12,3.36,3.68
35074,2022-02-07 07:00:12,2022-02-07 07:00:12,2022-02-07 23:01:20,Iridium,39.04758,-123.11169,437,1,3D Validated,,Nothing Detected,,17,3.36,3.68
35078,2022-02-07 07:00:11,2022-02-07 07:00:11,2022-02-09 11:01:20,Iridium,38.98582,-123.10611,134,1,3D Validated,,Nothing Detected,,10,3.2,3.6
35077,2022-02-07 06:00:28,2022-02-07 06:00:28,2022-02-08 15:00:51,Iridium,39.01009,-123.07343,449,1,3D Validated,,Nothing Detected,,12,3.28,3.6
35078,2022-02-07 06:00:16,2022-02-07 06:00:16,2022-02-09 11:01:20,Iridium,38.99008,-123.11219,151,1,3D Validated,,Nothing Detected,,11,3.2,3.6
35074,2022-02-07 06:00:12,2022-02-07 06:00:12,2022-02-07 23:01:20,Iridium,39.04713,-123.11868,305,1,3D Validated,,Nothing Detected,,17,3.36,3.68
35076,2022-02-07 06:00:11,2022-02-07 06:00:11,2022-02-07 11:00:35,Iridium,39.04470,-123.12229,215,1.2,3D Validated,,Nothing Detected,,13,3.36,3.68
35074,2022-02-07 05:00:38,2022-02-07 05:00:38,2022-02-07 05:01:04,Iridium,39.04330,-123.11450,284,1.2,3D Validated,,Nothing Detected,,20,3.36,3.68
35078,2022-02-07 05:00:15,2022-02-07 05:00:15,2022-02-07 05:00:38,Iridium,38.99033,-123.11178,196,1.2,3D Validated,,Nothing Detected,,13,3.2,3.6
35077,2022-02-07 05:00:13,2022-02-07 05:00:13,2022-02-08 15:00:51,Iridium,39.00910,-123.07197,511,1.4,3D Validated,,Nothing Detected,,13,3.28,3.6
35076,2022-02-07 05:00:10,2022-02-07 05:00:10,2022-02-07 11:00:35,Iridium,39.04482,-123.12267,259,1.2,3D Validated,,Nothing Detected,,11,3.36,3.68
35077,2022-02-07 04:00:23,2022-02-07 04:00:23,2022-02-08 15:00:51,Iridium,39.01011,-123.07364,386,1.4,3D Validated,,Nothing Detected,,13,3.28,3.6
35078,2022-02-07 04:00:21,2022-02-07 04:00:21,2022-02-07 05:00:38,Iridium,38.99024,-123.11249,193,1.4,3D Validated,,Nothing Detected,,12,3.2,3.6
35076,2022-02-07 04:00:11,2022-02-07 04:00:11,2022-02-07 11:00:35,Iridium,39.04489,-123.12300,228,1.6,3D Validated,,Nothing Detected,,16,3.36,3.68
35074,2022-02-07 04:00:11,2022-02-07 04:00:11,2022-02-07 05:01:04,Iridium,39.04285,-123.11424,256,1.6,3D Validated,,Nothing Detected,,18,3.36,3.68
35077,2022-02-07 03:00:22,2022-02-07 03:00:22,2022-02-07 03:00:51,Iridium,39.01009,-123.07382,477,2.2,3D Validated,,Nothing Detected,,14,3.28,3.6
35078,2022-02-07 03:00:15,2022-02-07 03:00:15,2022-02-07 05:00:38,Iridium,38.98998,-123.11217,165,1.2,3D Validated,,Nothing Detected,,15,3.28,3.6
35074,2022-02-07 03:00:13,2022-02-07 03:00:13,2022-02-07 05:01:04,Iridium,39.04806,-123.11462,399,1.2,3D Validated,,Nothing Detected,,18,3.36,3.68
35076,2022-02-07 03:00:11,2022-02-07 03:00:11,2022-02-07 11:00:35,Iridium,39.04650,-123.12244,280,1.2,3D Validated,,Nothing Detected,,16,3.36,3.68
35077,2022-02-07 02:00:39,2022-02-07 02:00:39,2022-02-07 03:00:51,Iridium,39.01004,-123.07561,440,1.4,3D Validated,,Nothing Detected,,19,3.28,3.6
35074,2022-02-07 02:00:38,2022-02-07 02:00:38,2022-02-07 05:01:04,Iridium,39.04809,-123.11198,406,1.2,3D Validated,,Nothing Detected,,25,3.36,3.68
35078,2022-02-07 02:00:13,2022-02-07 02:00:13,2022-02-07 05:00:38,Iridium,38.99007,-123.11413,143,1.2,3D Validated,,Nothing Detected,,19,3.28,3.6
35076,2022-02-07 02:00:12,2022-02-07 02:00:12,2022-02-07 11:00:35,Iridium,39.05068,-123.12832,213,1.2,3D Validated,,Nothing Detected,,21,3.36,3.68
35078,2022-02-07 01:00:38,2022-02-07 01:00:38,2022-02-07 05:00:38,Iridium,38.99009,-123.11414,140,1.4,3D Validated,,Nothing Detected,,28,3.28,3.6
35076,2022-02-07 01:00:38,2022-02-07 01:00:38,2022-02-07 11:00:35,Iridium,39.05064,-123.12822,193,1.4,3D Validated,,Nothing Detected,,23,3.36,3.68
35074,2022-02-07 01:00:28,2022-02-07 01:00:28,2022-02-07 05:01:04,Iridium,39.04780,-123.11160,356,1.4,3D Validated,,Nothing Detected,,27,3.36,3.68
35077,2022-02-07 01:00:26,2022-02-07 01:00:26,2022-02-07 03:00:51,Iridium,38.99644,-123.08521,4825,1.6,3D Validated,,Nothing Detected,,23,3.28,3.6
35074,2022-02-07 00:00:27,2022-02-07 00:00:27,2022-02-07 05:01:04,Iridium,39.04797,-123.11192,444,1.4,3D Validated,,Nothing Detected,,27,3.36,3.68
35076,2022-02-07 00:00:21,2022-02-07 00:00:21,2022-02-07 11:00:35,Iridium,39.05088,-123.12839,154,1.2,3D Validated,,Nothing Detected,,27,3.36,3.68
35077,2022-02-07 00:00:17,2022-02-07 00:00:17,2022-02-07 03:00:51,Iridium,39.00950,-123.07812,485,1.6,3D Validated,,Nothing Detected,,32,3.28,3.6
35078,2022-02-07 00:00:12,2022-02-07 00:00:12,2022-02-07 05:00:38,Iridium,38.99000,-123.11411,169,1,3D Validated,,Nothing Detected,,27,3.28,3.6
35077,2022-02-06 23:00:24,2022-02-06 23:00:24,2022-02-07 03:00:51,Iridium,39.00958,-123.07811,408,1.2,3D Validated,,Nothing Detected,,28,3.28,3.6
35074,2022-02-06 23:00:20,2022-02-06 23:00:20,2022-02-07 05:01:04,Iridium,39.04780,-123.11199,458,1,3D Validated,,Nothing Detected,,26,3.36,3.68
35076,2022-02-06 23:00:20,2022-02-06 23:00:20,2022-02-07 11:00:35,Iridium,39.05077,-123.12842,213,1.2,3D Validated,,Nothing Detected,,28,3.36,3.68
35078,2022-02-06 23:00:13,2022-02-06 23:00:13,2022-02-07 05:00:38,Iridium,38.99000,-123.11417,149,1.2,3D Validated,,Nothing Detected,,28,3.28,3.6
35077,2022-02-06 22:00:36,2022-02-06 22:00:36,2022-02-07 03:00:51,Iridium,39.00957,-123.07806,406,1.6,3D Validated,,Nothing Detected,,28,3.28,3.6
35076,2022-02-06 22:00:28,2022-02-06 22:00:28,2022-02-07 11:00:35,Iridium,39.05051,-123.12816,306,2,3D Validated,,Nothing Detected,,29,3.36,3.68
35074,2022-02-06 22:00:22,2022-02-06 22:00:22,2022-02-07 05:01:04,Iridium,39.04848,-123.11213,397,1.6,3D Validated,,Nothing Detected,,30,3.36,3.68
35078,2022-02-06 22:00:10,2022-02-06 22:00:10,2022-02-07 05:00:38,Iridium,38.98999,-123.11415,147,1.2,3D Validated,,Nothing Detected,,30,3.28,3.6
35078,2022-02-06 21:00:38,2022-02-06 21:00:38,2022-02-07 05:00:38,Iridium,38.98988,-123.11415,146,0.8,3D Validated,,Nothing Detected,,31,3.28,3.6
35077,2022-02-06 21:00:38,2022-02-06 21:00:38,2022-02-07 03:00:51,Iridium,39.00945,-123.07805,397,1.4,3D Validated,,Nothing Detected,,29,3.28,3.6
35074,2022-02-06 21:00:12,2022-02-06 21:00:12,2022-02-07 05:01:04,Iridium,39.04743,-123.11192,413,1,3D Validated,,Nothing Detected,,35,3.36,3.68
35076,2022-02-06 21:00:11,2022-02-06 21:00:11,2022-02-07 11:00:35,Iridium,39.05078,-123.12816,180,1.2,3D Validated,,Nothing Detected,,27,3.36,3.68
35076,2022-02-06 20:00:38,2022-02-06 20:00:38,2022-02-07 11:00:35,Iridium,39.05053,-123.12797,208,1.2,3D Validated,,Nothing Detected,,25,3.36,3.68
35074,2022-02-06 20:00:36,2022-02-06 20:00:36,2022-02-07 05:01:04,Iridium,39.04720,-123.11204,429,1.2,3D Validated,,Nothing Detected,,22,3.36,3.68
35078,2022-02-06 20:00:27,2022-02-06 20:00:27,2022-02-07 05:00:38,Iridium,38.99013,-123.11401,128,1,3D Validated,,Nothing Detected,,32,3.28,3.6
35077,2022-02-06 20:00:22,2022-02-06 20:00:22,2022-02-07 03:00:51,Iridium,39.00949,-123.07801,417,1.2,3D Validated,,Nothing Detected,,30,3.28,3.6
35076,2022-02-06 19:00:34,2022-02-06 19:00:34,2022-02-07 11:00:35,Iridium,39.05061,-123.12763,216,1.2,3D Validated,,Nothing Detected,,23,3.28,3.68
35074,2022-02-06 19:00:27,2022-02-06 19:00:27,2022-02-07 05:01:04,Iridium,39.04763,-123.11182,421,1.4,3D Validated,,Nothing Detected,,37,3.36,3.68
35078,2022-02-06 19:00:16,2022-02-06 19:00:16,2022-02-07 05:00:38,Iridium,38.99047,-123.11381,168,1.2,3D Validated,,Nothing Detected,,30,3.28,3.6
35077,2022-02-06 19:00:12,2022-02-06 19:00:12,2022-02-07 03:00:51,Iridium,39.00961,-123.07804,390,1.4,3D Validated,,Nothing Detected,,20,3.28,3.6
35076,2022-02-06 18:00:39,2022-02-06 18:00:39,2022-02-07 11:00:35,Iridium,39.05061,-123.12772,200,1.4,3D Validated,,Nothing Detected,,17,3.28,3.68
35077,2022-02-06 18:00:38,2022-02-06 18:00:38,2022-02-07 03:00:51,Iridium,39.01028,-123.07666,455,1,3D Validated,,Nothing Detected,,27,3.28,3.6
35074,2022-02-06 18:00:22,2022-02-06 18:00:22,2022-02-07 05:01:04,Iridium,39.04752,-123.11189,417,1.2,3D Validated,,Nothing Detected,,28,3.36,3.68
35078,2022-02-06 18:00:12,2022-02-06 18:00:12,2022-02-07 05:00:38,Iridium,38.99018,-123.11402,163,1,3D Validated,,Nothing Detected,,24,3.2,3.6
35076,2022-02-06 17:00:38,2022-02-06 17:00:38,2022-02-06 17:01:05,Iridium,39.04964,-123.12119,320,1.4,3D Validated,,Nothing Detected,,19,3.28,3.68
35078,2022-02-06 17:00:21,2022-02-06 17:00:21,2022-02-07 05:00:38,Iridium,38.99640,-123.11663,148,1.2,3D Validated,,Nothing Detected,,16,3.2,3.6
35074,2022-02-06 17:00:11,2022-02-06 17:00:11,2022-02-07 05:01:04,Iridium,39.04731,-123.11205,394,1.4,3D Validated,,Nothing Detected,,15,3.36,3.68
35077,2022-02-06 17:00:10,2022-02-06 17:00:10,2022-02-07 03:00:51,Iridium,39.01790,-123.07228,561,1.4,3D Validated,,Nothing Detected,,21,3.28,3.6
35074,2022-02-06 16:00:38,2022-02-06 16:00:38,2022-02-07 05:01:04,Iridium,39.04734,-123.11156,400,1.4,3D Validated,,Nothing Detected,,14,3.28,3.68
35076,2022-02-06 16:00:25,2022-02-06 16:00:25,2022-02-06 17:01:05,Iridium,39.04361,-123.12424,209,1.2,3D Validated,,Nothing Detected,,19,3.28,3.68
35077,2022-02-06 16:00:22,2022-02-06 16:00:22,2022-02-07 03:00:51,Iridium,39.01549,-123.07205,557,1.4,3D Validated,,Nothing Detected,,13,3.28,3.6
35078,2022-02-06 16:00:21,2022-02-06 16:00:21,2022-02-07 05:00:38,Iridium,39.00413,-123.11692,154,1.4,3D Validated,,Nothing Detected,,7,3.2,3.52
35077,2022-02-06 15:01:02,2022-02-06 15:01:02,2022-02-07 03:00:51,Iridium,39.01266,-123.07553,500,1.4,3D Validated,,Nothing Detected,,10,3.2,3.6
35078,2022-02-06 15:00:41,2022-02-06 15:00:41,2022-02-07 05:00:38,Iridium,39.02415,-123.10922,-1433,1.4,3D Validated,,Nothing Detected,,9,3.2,3.52
35074,2022-02-06 15:00:15,2022-02-06 15:00:15,2022-02-07 05:01:04,Iridium,39.04782,-123.11188,332,1.4,3D Validated,,Nothing Detected,,14,3.36,3.68
35076,2022-02-06 15:00:12,2022-02-06 15:00:12,2022-02-06 17:01:05,Iridium,39.04380,-123.12446,211,1,3D Validated,,Nothing Detected,,10,3.36,3.68
35077,2022-02-06 14:00:28,2022-02-06 14:00:28,2022-02-07 03:00:51,Iridium,39.00951,-123.07523,220,1.4,3D Validated,,Nothing Detected,,11,3.28,3.6
35078,2022-02-06 14:00:17,2022-02-06 14:00:17,2022-02-07 05:00:38,Iridium,39.01456,-123.12728,183,1.2,3D Validated,,Nothing Detected,,7,3.2,3.6
35074,2022-02-06 14:00:15,2022-02-06 14:00:15,2022-02-07 05:01:04,Iridium,39.04739,-123.11106,396,1.6,3D Validated,,Nothing Detected,,12,3.36,3.68
35076,2022-02-06 14:00:11,2022-02-06 14:00:11,2022-02-06 17:01:05,Iridium,39.04363,-123.12439,222,1.2,3D Validated,,Nothing Detected,,20,3.36,3.68
35076,2022-02-06 13:00:38,2022-02-06 13:00:38,2022-02-06 17:01:05,Iridium,39.04373,-123.12460,209,1,3D Validated,,Nothing Detected,,17,3.36,3.68
35078,2022-02-06 13:00:22,2022-02-06 13:00:22,2022-02-07 05:00:38,Iridium,39.00962,-123.12000,186,1.2,3D Validated,,Nothing Detected,,7,3.28,3.6
35077,2022-02-06 13:00:17,2022-02-06 13:00:17,2022-02-07 03:00:51,Iridium,39.00923,-123.07649,437,1.2,3D Validated,,Nothing Detected,,11,3.36,3.6
35074,2022-02-06 13:00:11,2022-02-06 13:00:11,2022-02-07 05:01:04,Iridium,39.04718,-123.11153,396,1.2,3D Validated,,Nothing Detected,,14,3.36,3.68
35074,2022-02-06 12:00:30,2022-02-06 12:00:30,2022-02-07 05:01:04,Iridium,39.04734,-123.11141,356,1.2,3D Validated,,Nothing Detected,,14,3.28,3.68
35076,2022-02-06 12:00:24,2022-02-06 12:00:24,2022-02-06 17:01:05,Iridium,39.04365,-123.12438,191,1.2,3D Validated,,Nothing Detected,,11,3.36,3.68
35077,2022-02-06 12:00:22,2022-02-06 12:00:22,2022-02-07 03:00:51,Iridium,39.00920,-123.07649,360,1.4,3D Validated,,Nothing Detected,,17,3.28,3.6
35078,2022-02-06 12:00:10,2022-02-06 12:00:10,2022-02-07 05:00:38,Iridium,39.00988,-123.12028,138,1.6,3D Validated,,Nothing Detected,,7,3.28,3.6
35074,2022-02-06 11:00:24,2022-02-06 11:00:24,2022-02-06 11:00:48,Iridium,39.04719,-123.11166,385,1.2,3D Validated,,Nothing Detected,,13,3.28,3.68
35076,2022-02-06 11:00:24,2022-02-06 11:00:24,2022-02-06 17:01:05,Iridium,39.04372,-123.12450,210,1,3D Validated,,Nothing Detected,,11,3.36,3.68
35077,2022-02-06 11:00:22,2022-02-06 11:00:22,2022-02-07 03:00:51,Iridium,39.00899,-123.07622,485,1.4,3D Validated,,Nothing Detected,,16,3.28,3.6
35078,2022-02-06 11:00:09,2022-02-06 11:00:09,2022-02-06 11:00:30,Iridium,39.00974,-123.12020,150,1.2,3D Validated,,Nothing Detected,,5,3.28,3.6
35078,2022-02-06 10:00:34,2022-02-06 10:00:34,2022-02-06 11:00:30,Iridium,39.00970,-123.12016,143,1.2,3D Validated,,Nothing Detected,,7,3.28,3.6
35076,2022-02-06 10:00:24,2022-02-06 10:00:24,2022-02-06 17:01:05,Iridium,39.04379,-123.12454,216,1.2,3D Validated,,Nothing Detected,,20,3.36,3.68
35077,2022-02-06 10:00:23,2022-02-06 10:00:23,2022-02-07 03:00:51,Iridium,39.00904,-123.07566,507,1.4,3D Validated,,Nothing Detected,,11,3.28,3.6
35074,2022-02-06 10:00:21,2022-02-06 10:00:21,2022-02-06 11:00:48,Iridium,39.04597,-123.11129,436,1.2,3D Validated,,Nothing Detected,,14,3.28,3.68
35076,2022-02-06 09:00:22,2022-02-06 09:00:22,2022-02-06 17:01:05,Iridium,39.04392,-123.12457,208,1,3D Validated,,Nothing Detected,,11,3.36,3.68
35074,2022-02-06 09:00:20,2022-02-06 09:00:20,2022-02-06 11:00:48,Iridium,39.04566,-123.11465,376,1,3D Validated,,Nothing Detected,,14,3.28,3.68
35077,2022-02-06 09:00:13,2022-02-06 09:00:13,2022-02-06 09:00:41,Iridium,39.00987,-123.07359,505,1.2,3D Validated,,Nothing Detected,,11,3.28,3.6
35078,2022-02-06 09:00:12,2022-02-06 09:00:12,2022-02-06 11:00:30,Iridium,39.00982,-123.12026,155,1.2,3D Validated,,Nothing Detected,,10,3.28,3.6
35078,2022-02-06 08:00:38,2022-02-06 08:00:38,2022-02-06 11:00:30,Iridium,39.00975,-123.12017,155,1.4,3D Validated,,Nothing Detected,,13,3.2,3.6
35074,2022-02-06 08:00:35,2022-02-06 08:00:35,2022-02-06 11:00:48,Iridium,39.04558,-123.11335,375,1.2,3D Validated,,Nothing Detected,,15,3.28,3.68
35076,2022-02-06 08:00:21,2022-02-06 08:00:21,2022-02-06 17:01:05,Iridium,39.04418,-123.12382,223,1.2,3D Validated,,Nothing Detected,,12,3.28,3.68
35077,2022-02-06 08:00:13,2022-02-06 08:00:13,2022-02-06 09:00:41,Iridium,39.00951,-123.07667,423,1.4,3D Validated,,Nothing Detected,,11,3.36,3.6
35076,2022-02-06 07:00:39,2022-02-06 07:00:39,2022-02-06 17:01:05,Iridium,39.04552,-123.12367,250,1,3D Validated,,Nothing Detected,,13,3.28,3.68
35078,2022-02-06 07:00:16,2022-02-06 07:00:16,2022-02-06 11:00:30,Iridium,39.02123,-123.12973,143,1.2,3D Validated,,Nothing Detected,,9,3.2,3.6
35074,2022-02-06 07:00:13,2022-02-06 07:00:13,2022-02-06 11:00:48,Iridium,39.04558,-123.11360,369,1.2,3D Validated,,Nothing Detected,,16,3.36,3.68
35077,2022-02-06 07:00:11,2022-02-06 07:00:11,2022-02-06 09:00:41,Iridium,39.01009,-123.07369,427,1,3D Validated,,Nothing Detected,,11,3.28,3.6
35076,2022-02-06 06:00:21,2022-02-06 06:00:21,2022-02-06 17:01:05,Iridium,39.04538,-123.12332,176,1.2,3D Validated,,Nothing Detected,,13,3.36,3.68
35078,2022-02-06 06:00:19,2022-02-06 06:00:19,2022-02-06 11:00:30,Iridium,39.00666,-123.11580,143,1.2,3D Validated,,Nothing Detected,,11,3.2,3.6
35077,2022-02-06 06:00:12,2022-02-06 06:00:12,2022-02-06 09:00:41,Iridium,39.01016,-123.07427,439,1.2,3D Validated,,Nothing Detected,,12,3.28,3.6
35074,2022-02-06 06:00:11,2022-02-06 06:00:11,2022-02-06 11:00:48,Iridium,39.04506,-123.11514,338,1.2,3D Validated,,Nothing Detected,,16,3.36,3.68
35074,2022-02-06 05:00:38,2022-02-06 05:00:38,2022-02-06 11:00:48,Iridium,39.04355,-123.11401,305,1.4,3D Validated,,Nothing Detected,,15,3.28,3.68
35077,2022-02-06 05:00:11,2022-02-06 05:00:11,2022-02-06 09:00:41,Iridium,39.00995,-123.07395,455,1.2,3D Validated,,Nothing Detected,,13,3.28,3.6
35078,2022-02-06 05:00:11,2022-02-06 05:00:11,2022-02-06 11:00:30,Iridium,38.99145,-123.11289,150,1.2,3D Validated,,Nothing Detected,,11,3.2,3.6
35076,2022-02-06 05:00:11,2022-02-06 05:00:11,2022-02-06 17:01:05,Iridium,39.04409,-123.11949,267,1.2,3D Validated,,Nothing Detected,,13,3.36,3.68
35074,2022-02-06 04:00:26,2022-02-06 04:00:26,2022-02-06 11:00:48,Iridium,39.04592,-123.11212,135,1.4,3D Validated,,Nothing Detected,,16,3.36,3.68
35076,2022-02-06 04:00:21,2022-02-06 04:00:21,2022-02-06 17:01:05,Iridium,39.04560,-123.12201,305,3.4,3D Validated,,Nothing Detected,,14,3.36,3.68
35078,2022-02-06 04:00:15,2022-02-06 04:00:15,2022-02-06 11:00:30,Iridium,38.98396,-123.11601,167,1.2,3D Validated,,Nothing Detected,,13,3.2,3.6
35077,2022-02-06 04:00:12,2022-02-06 04:00:12,2022-02-06 09:00:41,Iridium,39.01014,-123.07421,470,1.4,3D Validated,,Nothing Detected,,13,3.28,3.6
35074,2022-02-06 03:00:21,2022-02-06 03:00:21,2022-02-06 11:00:48,Iridium,39.04576,-123.11498,325,1.6,3D Validated,,Nothing Detected,,17,3.36,3.68
35076,2022-02-06 03:00:18,2022-02-06 03:00:18,2022-02-06 17:01:05,Iridium,39.04673,-123.11890,313,1.4,3D Validated,,Nothing Detected,,17,3.36,3.68
35077,2022-02-06 03:00:17,2022-02-06 03:00:17,2022-02-06 09:00:41,Iridium,39.01019,-123.07426,410,1,3D Validated,,Nothing Detected,,14,3.28,3.6
35078,2022-02-06 03:00:06,2022-02-06 03:00:06,2022-02-06 11:00:30,Iridium,38.97252,-123.11111,156,1.2,3D Validated,,Nothing Detected,,14,3.2,3.6
35078,2022-02-06 02:00:38,2022-02-06 02:00:38,2022-02-06 11:00:30,Iridium,38.99085,-123.11030,147,1.2,3D Validated,,Nothing Detected,,19,3.2,3.6
35076,2022-02-06 02:00:29,2022-02-06 02:00:29,2022-02-06 17:01:05,Iridium,39.03951,-123.11908,141,1.6,3D Validated,,Nothing Detected,,19,3.36,3.68
35074,2022-02-06 02:00:22,2022-02-06 02:00:22,2022-02-06 11:00:48,Iridium,39.04393,-123.11744,305,1.2,3D Validated,,Nothing Detected,,18,3.36,3.68
35077,2022-02-06 02:00:22,2022-02-06 02:00:22,2022-02-06 09:00:41,Iridium,39.00967,-123.07633,382,1.2,3D Validated,,Nothing Detected,,18,3.28,3.6
35078,2022-02-06 01:00:12,2022-02-06 01:00:12,2022-02-06 11:00:30,Iridium,38.99097,-123.11128,198,1.4,3D Validated,,Nothing Detected,,28,3.28,3.6
35074,2022-02-06 01:00:12,2022-02-06 01:00:12,2022-02-06 11:00:48,Iridium,39.04516,-123.11293,353,1.4,3D Validated,,Nothing Detected,,26,3.36,3.68
35076,2022-02-06 01:00:11,2022-02-06 01:00:11,2022-02-06 17:01:05,Iridium,39.04192,-123.11793,237,1.4,3D Validated,,Nothing Detected,,30,3.44,3.68
35077,2022-02-06 01:00:09,2022-02-06 01:00:09,2022-02-06 09:00:41,Iridium,39.00950,-123.07583,444,1.4,3D Validated,,Nothing Detected,,25,3.36,3.6
35074,2022-02-06 00:00:16,2022-02-06 00:00:16,2022-02-06 11:00:48,Iridium,39.04494,-123.11178,421,1.2,3D Validated,,Nothing Detected,,26,3.36,3.68
35076,2022-02-06 00:00:12,2022-02-06 00:00:12,2022-02-06 17:01:05,Iridium,39.04106,-123.11814,215,1.2,3D Validated,,Nothing Detected,,33,3.44,3.68
35077,2022-02-06 00:00:12,2022-02-06 00:00:12,2022-02-06 09:00:41,Iridium,39.00940,-123.07786,435,1.2,3D Validated,,Nothing Detected,,26,3.36,3.6
35078,2022-02-06 00:00:09,2022-02-06 00:00:09,2022-02-06 11:00:30,Iridium,38.99153,-123.10785,156,1,3D Validated,,Nothing Detected,,26,3.28,3.6
35078,2022-02-05 23:00:35,2022-02-05 23:00:35,2022-02-06 11:00:30,Iridium,38.98779,-123.10563,144,1,3D Validated,,Nothing Detected,,27,3.28,3.6
35077,2022-02-05 23:00:35,2022-02-05 23:00:35,2022-02-06 09:00:41,Iridium,39.00955,-123.07802,402,1.4,3D Validated,,Nothing Detected,,29,3.28,3.6
35074,2022-02-05 23:00:21,2022-02-05 23:00:21,2022-02-06 11:00:48,Iridium,39.04480,-123.11167,417,1.4,3D Validated,,Nothing Detected,,28,3.36,3.68
35076,2022-02-05 23:00:11,2022-02-05 23:00:11,2022-02-05 23:00:59,Iridium,39.04103,-123.11804,229,1.6,3D Validated,,Nothing Detected,,28,3.44,3.68
35076,2022-02-05 22:00:38,2022-02-05 22:00:38,2022-02-05 23:00:59,Iridium,39.04102,-123.11809,205,1.4,3D Validated,,Nothing Detected,,27,3.36,3.68
35077,2022-02-05 22:00:24,2022-02-05 22:00:24,2022-02-06 09:00:41,Iridium,39.00968,-123.07796,397,2.2,3D Validated,,Nothing Detected,,32,3.28,3.6
35078,2022-02-05 22:00:21,2022-02-05 22:00:21,2022-02-06 11:00:30,Iridium,38.98774,-123.10554,154,1.4,3D Validated,,Nothing Detected,,29,3.28,3.6
35074,2022-02-05 22:00:12,2022-02-05 22:00:12,2022-02-06 11:00:48,Iridium,39.04483,-123.11170,410,2.2,3D Validated,,Nothing Detected,,31,3.36,3.68
35078,2022-02-05 21:00:26,2022-02-05 21:00:26,2022-02-06 11:00:30,Iridium,38.98764,-123.10558,114,1,3D Validated,,Nothing Detected,,28,3.28,3.6
35076,2022-02-05 21:00:20,2022-02-05 21:00:20,2022-02-05 23:00:59,Iridium,39.04085,-123.11802,206,1,3D Validated,,Nothing Detected,,31,3.36,3.68
35077,2022-02-05 21:00:16,2022-02-05 21:00:16,2022-02-06 09:00:41,Iridium,39.00959,-123.07796,397,1,3D Validated,,Nothing Detected,,27,3.28,3.6
35074,2022-02-05 21:00:12,2022-02-05 21:00:12,2022-02-06 11:00:48,Iridium,39.04503,-123.11188,402,1.2,3D Validated,,Nothing Detected,,28,3.36,3.68
35078,2022-02-05 20:00:13,2022-02-05 20:00:13,2022-02-06 11:00:30,Iridium,38.98776,-123.10542,138,1,3D Validated,,Nothing Detected,,27,3.28,3.6
35077,2022-02-05 20:00:13,2022-02-05 20:00:13,2022-02-06 09:00:41,Iridium,39.00966,-123.07812,434,1.2,3D Validated,,Nothing Detected,,24,3.28,3.6
35076,2022-02-05 20:00:13,2022-02-05 20:00:13,2022-02-05 23:00:59,Iridium,39.04088,-123.11790,212,1.2,3D Validated,,Nothing Detected,,33,3.36,3.68
35074,2022-02-05 20:00:11,2022-02-05 20:00:11,2022-02-06 11:00:48,Iridium,39.04498,-123.11156,390,1.2,3D Validated,,Nothing Detected,,32,3.36,3.68
35078,2022-02-05 19:00:28,2022-02-05 19:00:28,2022-02-06 11:00:30,Iridium,38.98761,-123.10549,179,1.2,3D Validated,,Nothing Detected,,26,3.28,3.6
35074,2022-02-05 19:00:18,2022-02-05 19:00:18,2022-02-06 11:00:48,Iridium,39.04515,-123.11141,370,1.8,3D Validated,,Nothing Detected,,24,3.36,3.68
35076,2022-02-05 19:00:11,2022-02-05 19:00:11,2022-02-05 23:00:59,Iridium,39.04108,-123.11782,200,1.4,3D Validated,,Nothing Detected,,33,3.44,3.68
35077,2022-02-05 19:00:11,2022-02-05 19:00:11,2022-02-06 09:00:41,Iridium,39.00943,-123.07802,397,1.2,3D Validated,,Nothing Detected,,33,3.28,3.6
35077,2022-02-05 18:00:38,2022-02-05 18:00:38,2022-02-06 09:00:41,Iridium,39.00951,-123.07798,411,1,3D Validated,,Nothing Detected,,22,3.28,3.6
35076,2022-02-05 18:00:12,2022-02-05 18:00:12,2022-02-05 23:00:59,Iridium,39.04103,-123.11781,235,1,3D Validated,,Nothing Detected,,21,3.36,3.68
35074,2022-02-05 18:00:12,2022-02-05 18:00:12,2022-02-06 11:00:48,Iridium,39.04555,-123.11239,432,1.2,3D Validated,,Nothing Detected,,21,3.36,3.68
35078,2022-02-05 18:00:12,2022-02-05 18:00:12,2022-02-06 11:00:30,Iridium,38.98786,-123.10537,156,1.2,3D Validated,,Nothing Detected,,22,3.28,3.6
35078,2022-02-05 17:00:38,2022-02-05 17:00:38,2022-02-05 17:01:03,Iridium,38.98786,-123.10560,160,1.4,3D Validated,,Nothing Detected,,16,3.2,3.6
35074,2022-02-05 17:00:27,2022-02-05 17:00:27,2022-02-06 11:00:56,Iridium,39.04500,-123.11162,298,1.4,3D Validated,,Nothing Detected,,16,3.28,3.68
